Sanskrit|English|Hindi
सूर्यपुत्रः यमः देवर्षिं नारदं दृष्ट्वा धर्मतः उपवेशनाय आसनं दत्वा अब्रवीत् हे देवर्षे!|Yama, the son of the sun, saw the sage Narada and gave him a seat to sit on as per dharma.|सूर्य पुत्र यम ने ऋषि नारद को देखा और धर्मानुसार उन्हें बैठने के लिए आसन दिया।
तव कुशलं नु?|You are alright?|तुम ठीक हो?
कुत्रचित् धर्मस्तु न नश्यति?|But somewhere dharma is not destroyed?|लेकिन कहीं धर्म नष्ट तो नहीं हो जाता?
कथं तव आगमनम् अभूत्?|What is the purpose of your arrival?|आपके आगमन का उद्देश्य क्या है?
देवर्षिः तदा अब्रवीत् हे धर्मराज!|Then the devarshi said, O dharmaraja!|तब देवर्षि ने कहा, हे धर्मराज!
मम वाक्यं श्रूयतां विधानं च विधीयताम्।|Listen to my words and prescribe what is right.|मेरी बात सुनो और न्याय कीजिये।
दशग्रीवः नाम सुदुर्जयः निशाचरः विक्रमैः त्वां वशं नेतुम् उपयाति।|A very invincible demon named Dashagriva is coming to subdue you with his prowess.|दशग्रीव नाम का एक अत्यंत अजेय राक्षस अपने पराक्रम से तुम्हें वश में करने आ रहा है।
एतेन कारणेन हि अहम् अत्र त्वरितः आगतः अस्मि।|For this is why I have come here in haste.|इसी कारण मैं यहाँ शीघ्रता से आया हूँ।
अद्य दण्डप्रहरणस्य तव किं नु भविष्यति!|What will happen to you today when you are beaten with a rod?|आज जब तुम्हें डंडे से पीटा जाएगा तो तुम्हारा क्या होगा?
एतस्मिन्नन्तरे देवर्षिः नारदः दूरात् उदितसूर्यसङ्काशं दीप्यमानं रावणस्य तद् विमानम् अपश्यत्।|Meanwhile the divine sage Narada saw from a distance the aerial chariot of Ravana glowing like the rising sun.|इसी बीच देवर्षि नारद ने दूर से उगते सूर्य के समान चमकते हुए रावण के हवाई रथ को देखा
ततः महाबाहुः दशग्रीवः तत्र प्राणिनां सुकृतस्य दुष्कृतस्य च ते फलं भुञ्जते इति अपश्यत्।
सः तत्र यमस्य अनुचरैः सह सैनिकान् अपि अपश्यत्।|He also saw the soldiers there with Yama's followers.|उन्होंने वहां यम के अनुचरों के साथ सैनिकों को भी देखा
अपिच तत्र यमस्य घोररूपैः भयानकैः सैनिकैः बध्यमानाः प्राणिनः चीत्कारं कुर्वन्ति इत्यपि अपश्यत्।|He also saw there screaming creatures bound by the terrible soldiers of Yama in their terrible forms|उन्होंने वहां यम के भयानक सैनिकों द्वारा बंधे हुए भयानक रूपों में चिल्लाने वाले प्राणियों को भी देखा।
यमालये ये पापिनः आसन् तेषां दुर्गतिं ये च पुण्यात्मानः आसन् तेषां सद्गतिं रावणः अपश्यत्।|Ravana saw the misfortune of those who were sinners in Yama's abode and the good fortune of those who were pious.|रावण ने यमालय में उन लोगों का दुर्भाग्य देखा जो पापी थे और जो लोग पवित्र थे उनका सौभाग्य देखा।
एवं दृष्ट्वा सः राक्षसाधिपः रावणः स्वकैः कर्मभिर्दुष्कृतैः तान् पीड्यमानान् स्वपराक्रमेण अमोचयत्।|Seeing this Ravana the lord of the demons by his might delivered those who were tormented by his evil deeds.|यह देखकर राक्षसों के स्वामी रावण ने अपने पराक्रम से उन लोगों का उद्धार किया जो उसके बुरे कर्मों से पीड़ित थे।
राक्षसराजेन दशग्रीवेण विमुक्ताः ते प्राणिनः तदा मुहूर्त्तं सुखम् अन्वभवन्।|The creatures, released by the ten-headed demon king, then enjoyed a moment of happiness.|दस सिर वाले राक्षस राजा द्वारा छोड़े गए प्राणियों ने तब खुशी के एक पल में ही आनंद मिला।
बलीयसा रावणेन मुच्यमानेषु प्रेतेषु संक्रुद्धाः प्रेतगोपाः राक्षसेन्द्रं प्रति अधावन्।|When the ghosts were released by the mighty Ravana the overseers of the dead became enraged and ran towards the lord of the demons.|जब शक्तिशाली रावण द्वारा भूतों को छोड़ा गया तो मृतकों के पर्यवेक्षक क्रोधित हो गए और राक्षसों के स्वामी की ओर दौड़ पड़े।
धर्मराजस्य सम्प्रधावतां शूराणां तदा कोलाहलशब्दः सर्वदिग्भ्यः समुत्थितः अभवत्।
यमराजस्य ते शतसहस्रशः शूराः प्रासैः मुषलैः शूलैः परिघैः शक्तितोमरैः रावणस्य पुष्पकविमाने प्रहारम् अकुर्वन्।|Those hundreds and thousands of brave men of the king of Yama attacked Ravana's pushpaka plane with spears, clubs, pikes, spears, maces and powerful javelins.|यमराज के उन सैकड़ों और हजारों बहादुर लोगों ने भाले, लाठियों, पाइकों, गदाओं और शक्तिशाली भालों से रावण के पुष्पक विमान पर हमला किया।
ततः रावणस्य ते महाबलाः सचिवाः यथाकामं यथाबलम् अयुध्यन्त।|Then those mighty secretaries of Ravana fought as they pleased and as strong as they pleased.|तब रावण के उन शक्तिशाली सचिवों ने इच्छानुसार और शक्ति के अनुसार बलपूर्वक युद्ध किया।
ततः अन्योन्यं प्रहरणैः भृशं प्रहारं कर्तुम् आरभन्त।|Then they started hitting each other hard with their weapons.|फिर वे एक-दूसरे पर अपने-अपने हथियारों से जोर-जोर से प्रहार करने लगे।
इत्यवसरे यमदूताः रावणस्य सचिवान् त्यक्त्वा ते रावणं प्रति अधावन्।|At this the messengers of Yama left Ravana's secretaries and ran towards him.|इस पर यम के दूत रावण के सचिवों को छोड़कर उसकी ओर दौड़े।
परन्तु बलवान् रावणः यमदूतैः मुक्तान् शूलगदाप्रासान् शक्तितोमरसायकान् शिलावृक्षान् अनायासेन न्यवारयत्।|But the mighty Ravana easily stopped the spears, clubs, javelins, powerful pikes and arrows released by the messengers of Yama|लेकिन शक्तिशाली रावण ने यम के दूतों द्वारा छोड़े गए भाले, क्लब, भाले, शक्ति, भाले, तीर को आसानी से रोक दिया।
यदा तेषां वृक्षाणां शिलानां शस्त्राणां च दारुणं तद् वर्षं यमसैन्येषु पतित्वा धरणीतले अपतत्।|When the terrible rain of trees stones and weapons fell on the armies of Yama it fell on the ground.|जब यम की सेना पर वृक्षों, पत्थरों और हथियारों की भयानक वर्षा हुई तो वह भूमि पर गिर पड़े।
ततः ते शतसहस्रशः यमसैनिकाः तानि सर्वाणि अस्त्राणि विनिर्भिद्य तं घोरमेकं राक्षसं रावणं प्रहर्तुम् आरभन्त।|Then those hundreds and thousands of Yama's soldiers broke all those weapons and started striking that one terrible demon Ravana.|तब उन सैकड़ों और हजारों यम के सैनिकों ने उन सभी हथियारों को तोड़ दिया और उस एक भयानक राक्षस रावण पर प्रहार करना शुरू कर दिया।
यमसैनिकानां प्रहारेण विमुक्तकवचः क्रुद्धः रावणः विमानं त्यक्त्वा भूम्याम् अतिष्ठत्।|Enraged Ravana, whose armor had been loosened by the blows of the soldiers of Yama, left the aerial vehicle and stood on the ground.|क्रोधित रावण, जिसका कवच यम के सैनिकों के प्रहार से ढीला हो गया था, हवाई वाहन छोड़कर जमीन पर खड़ा हो गया।
मुहूर्तेन लब्धसंज्ञः दशग्रीवः चापम् उद्यम्य तिष्ठ तिष्ठेति तान् यमसैनिकान् उक्त्वा तच्चापं व्यपकर्षत्।|Regaining consciousness in a moment the ten-headed Ravana raised his bow and drew it away saying to the soldiers of Yama 'Stand still'.|क्षण भर में होश में आकर दस सिरों वाले रावण ने अपना धनुष उठाया और यम के सैनिकों से कहा, 'रुखो रुखो'।
राक्षसः रावणः आकर्णात् चापं विकृष्य शरम् अमुञ्चत् यस्य शरस्य रूपं सधूमज्वालमण्डलम् आसीत्।|The demon Ravana drew his bow from his ear and released an arrow in the form of a circle of smoke and flames.|राक्षस रावण ने अपने कान से अपना धनुष निकाला और धुएं और आग की लपटों के रूप में एक तीर छोड़ा।
रावणस्य चापात् मुक्तः सः शरः गुल्मान् द्रुमान् च भस्म कृत्वा प्राधावत्।|The arrow released from Ravana's bow burned the bushes and trees and ran away|रावण के धनुष से छूटा बाण झाड़ियों और पेड़ों को जला कर भाग गया।
तस्य शरस्य तेजसा यमस्य सैनिकाः दग्धाः भूत्वा निपातिताः अभवन्।|The soldiers of Yama were burnt and defeated by the effulgence of his arrow.|उनके बाण के तेज से यम के सैनिक जल गये और परास्त हो गये
ततः सचिवैः सह निशाचरः रावणः मेदिनीं कम्पयन् इव सुमहानादम् अकरोत्।|Then the demonic Ravana with his secretaries made a loud noise as if shaking the earth.|तभी रात्रिचर रावण ने अपने गुप्तचरों के साथ बड़े जोर से शोर मचाया मानो पृथ्वी हिल रही हो।
गजः शुण्डेन जलं पिबति।|The elephant drinks water with the trunk.|हाथी सूंड से पानी पीता है।
सीता हनुमता सह न जिगमिषति।|Sita does not want to go with Hanuman.|सीता हनुमान के साथ जाना नहीं चाहती।
सा सपत्न्यै न ईर्ष्यति।|She does not envy the co-wife.|वह सौतन से ईर्ष्या नहीं करती।
क्लान्ताय श्रमिकाय जलं देहि।|Give water to the tired worker.|थके हुए श्रमिक को पानी दो।
अहम् अपि तत्रैव गच्छामि।|I also go there.|मैं भी वहाँ जाता हूँ।
सखि पतिः न वशे मे।|Oh dear! The husband is not under my control.|हे सखि पति मेरे वश में नहीं है।
मम पुत्राय दास्यामि सर्वम्।|I will give everything to my son.|मैं अपने बेटे को सब कुछ दूंगा।
प्रभाकरः दयालुः अस्ति।|Prabhakar is kind.|प्रभाकर दयालु है।
किं वक्तुकामा असि।|What do you want to say?|तुम्हें क्या कहना है?
मोहनः सुष्ठु भणति।|Mohan speaks well.|मोहन ठीक बोलता है।
यस्य गृहात् अतिथिः दुःखितः भूत्वा गच्छति तस्य पितरः पञ्चदशवर्षाणि यावत् न किमपि भुञ्जन्ति।|From whose house the guest has to return disappointed, his ancestors do not eat food for fifteen years.|जिसके घर से अतिथि को निराश होकर लौटना पड़ता है, उसके पितर पंद्रह वर्षों तक भोजन नहीं करते।
अतिथिर्यस्य भग्नाशो गृहात् प्रतिनिवर्तते पितरः तस्य न अश्नन्ति दशवर्षाणि पञ्च च।|From whose house the guest has to return disappointed, his ancestors do not eat food for fifteen years.|जिसके घर से अतिथि को निराश होकर लौटना पड़ता है, उसके पितर पंद्रह वर्षों तक भोजन नहीं करते।
कुवैट् अग्निकाण्डदुरापन्नः - आहत्य मरणानि ४९; भारतीयाः ४६; तेषु केरलीयाः २४।|Kuwait fire victims - 49 deaths; Indians, 46; 24 of them are from Kerala.|कुवैत अग्नि पीड़ित - 49 मौतें; भारतीय, 46; इनमें से 24 केरल से हैं।
कुवैट् सिटि> गतदिने मंगेफनगरे कर्मकराणां वाससमुच्चये दुरापन्ने अग्निकाण्डे मृतानां भारतीयानां संख्या ४६ अभवत्।|Kuwait City> The death toll from a devastating fire in a workers' quarters in Mangef city has risen to|कुवैत सिटी> मंगेफ़ शहर में एक श्रमिक क्वार्टर में लगी भीषण आग से मरने वालों की संख्या बढ़ गई है।
अन्ये त्रयः फिलिप्पीनियाः इति सूच्यते।|The other three are reported to be Filipinos.|अन्य तीन कथित तौर पर फिलिपिनो हैं।
दुर्घटनायां मृतानां केरलीयानां संख्या २४ इति वर्धिता।|The number of Keralites killed in the accident has risen to 25.|हादसे में मरने वाले केरलवासियों की संख्या बढ़ गई है 25।
जनपदवासिनः भवन्ति मृतेषु भूरिशः।|Many of the dead are residents of the districts.|मृतकों में से कई जनपद के निवासी हैं।
सर्वेऽपि स्वस्वपरिवारस्य एकैवाश्रयः आसन्निति देशस्य शोकं द्विगुणीकरोति।|The fact that everyone had the same support for their families doubles the grief of the country.|यह तथ्य कि सभी को अपने परिवारों के लिए समान समर्थन था, देश के दुःख को दोगुना कर देता है।
आन्ध्रप्रदेशे चन्द्रबाबुनायिडुः अधिकारपदमारूढवान्।|Chandrababu Naidu took office in Andhra Pradesh.|चंद्रबाबू नायडू ने आंध्र प्रदेश में पदभार संभाला।
विजयवाडा> आन्ध्रप्रदेशे तेलुगुदेशं पार्टी [टि डि पि] दलनेतुः चन्द्रबाबुनायिडोः नेतृत्वे २५ अङ्गयुक्तं एन् डि ए मन्त्रिमण्डलं शपथवाचनं कृत्वा अधिकारपदं प्राप्तम्।|Vijayawada> The 25-member NDA cabinet led by Telugu Desam Party [TDP] party leader Chandrababu Naidoo has been sworn into office in Andhra Pradesh.|विजयवाड़ा> आंध्र प्रदेश में तेलुगु देशम पार्टी [टीडीपी] पार्टी के नेता चंद्रबाबू नायडू के नेतृत्व में 25 सदस्यीय एनडीए कैबिनेट ने पद की शपथ ली है।
चतुर्थवारमेव चन्द्रबाबुनायिडुः मुख्यमन्त्रिपदम् अलङ्करोति।|It is the fourth time that Chandrababu Naidu is gracing the post of Chief Minister.|यह चौथी बार है जब चंद्रबाबू नायडू मुख्यमंत्री पद की शोभा बढ़ा रहे हैं।
प्रधानमन्त्री नरेन्द्रमोदी, गृहमन्त्री अमित शाहः, जे पी नड्डः इत्यादयः प्रमुखाः भागं गृहीतवन्तः।|Prime Minister Narendra Modi, Home Minister Amit Shah, J P Nadda and other prominent figures participated.|प्रधानमंत्री नरेंद्र मोदी, गृह मंत्री अमित शाह, जेपी नड्डा और अन्य प्रमुख हस्तियों ने भाग लिया।
ओडीशायां भाजपा सर्वकारः अधिकारपदं स्वीचकार।|The BJP government in Odisha took over.|ओडिशा में बीजेपी की सरकार बनी।
भुवनेश्वरम्> भाजपादलस्य गोत्रवर्गनेता मोहन चरण माझि इत्यस्य नेतृत्वे नूतनं मन्त्रिमण्डलं शपथवाचनमकरोत्।|Bhubaneswar> The new cabinet led by BJP tribal leader Mohan Charan Majhi was sworn in.|भुवनेश्वर> बीजेपी के आदिवासी नेता मोहन चरण माझी के नेतृत्व में नए मंत्रिमंडल ने शपथ ली।
भुवनेश्वरे जनता क्रीडाङ्कणे सम्पन्ने समारोहे राज्यपालः रघुबरदासः सत्यवाचनमकारयत्।|Governor Raghubardas delivered the truth at a function held at the Janata Stadium in Bhubaneswar.|राज्यपाल रघुबरदास ने भुवनेश्वर के जनता स्टेडियम में आयोजित एक समारोह में सच्चाई बयान की।
पट्ना-नगरस्य सदस्यः वरिष्ठनेता के वि सिंहदेवः, तथा च निमापार इत्यस्मात् चितः  सदस्यः प्रवति परिदा इत्येतौ उपमुख्यमन्त्रिणौ भवतः।|Senior leader KV Singhdeo, a member from Patna, and Pravati Parida, an elected member from Nimapar, are the deputy chief ministers.|वरिष्ठ नेता केवी सिंहदेव, पटना से सदस्य और निमापार से निर्वाचित सदस्य प्रावती परिदा उपमुख्यमंत्री हैं।
यु ए इ देशे १७६० संवत्सरानन्तरम् अतिदीर्घदिवाकालः अस्मिन् मासे भविष्यति।|The UAE will have the longest daylight saving time in 1760 this month.|इस महीने 1760 में संयुक्त अरब अमीरात में दिन के उजाले सबसे लंबे होंगे।
तापमानं ४३° सेल्ष्यस् पर्यन्तं वर्धेत्।|The temperature will rise to 43° Celsius.|तापमान बढ़कर 43° सेल्सियस हो जाएगा।
षार्जा> यु ए इ मध्ये २०२४ जून् २० तमे दिनाङ्के अतिदीर्घदिवाकालः अनुभववेद्यो भविष्यति।|Sharjah> The longest daylight hours will be experienced in the UAE on June 20, 2024|शारजाह> 2024 20 जून को संयुक्त अरब अमीरात में सबसे लंबे दिन के उजाले का अनुभव किया जाएगा।
अस्मिन् दिने दिवाकालः१३ होरा ४८ निमेषाः भविष्यति।|Daylight time on this day will be 13 hours 48 minutes.|इस दिन दिन का समय 13 घंटे 48 मिनट रहेगा।
अस्मिन् संवत्सरे ग्रीष्मकालः पूर्वकालापेक्षया शीघ्रं प्रतिनिवर्तयिष्यते।|Summer will return sooner this year than ever before.|इस साल गर्मी पहले से कहीं जल्दी लौटेगी।
विश्वस्मिन् बहुषु राष्ट्रेषु १७९६ संवत्सरानन्तरम् आकाशे ईदृशाः शास्त्रघटनाः संभविष्यति।|Such scriptural events will occur in the sky after 1796 in many nations of the world.|ऐसी शास्त्रोक्त घटनाएँ 1796 के बाद विश्व के अनेक देशों में आकाश में घटित होंगी।
अनादरः, विलम्बः च वै मुख्यम् निष्ठठुर-वचनम्। पश्चतापः च पञ्च अपि दानस्य दूषणानि च।।|Giving insultingly, giving late, turning away, speaking harsh words and repenting after giving are the five actions that contaminate charity.|अपमान करके दान देना, विलंब से देना, मुख फेर के देना, कठोर वचन बोलना और देने के बाद पश्चाताप करना- ये पांच क्रियाएं दान को दूषित करती हैं।
अनादरः, विलम्बः च वै मुख्यम् निष्ठठुर-वचनम्। पश्चतापः च पञ्च अपि दानस्य दूषणानि च।।|Giving insultingly, giving late, turning away, speaking harsh words and repenting after giving are the five actions that contaminate charity.|अपमान करके दान देना, विलंब से देना, मुख फेर के देना, कठोर वचन बोलना और देने के बाद पश्चाताप करना- ये पांच क्रियाएं दान को दूषित करती हैं।
तुष्टे सति न लाभाय रुष्टे नाशाय नैव च प्रज्वलितानि शष्पाणि नाङ्गाराय न भस्मने।|If a poor person is happy, he does not benefit anyone, and if he is angry, he does not harm anyone. He is like grass that when burned is neither charcoal nor ashes.|निर्धन व्यक्ति यदि प्रसन्न होवे तो उससे किसी को लाभ नही, और यदि वह रूष्ट होवे तो उससे किसी को हानि नहीं होती। वह उस घास समान है जो जलने पर न कोयला होता है न राख।
यदि दरिद्रः सुखी भवति तर्हि तत् केनापि न लाभाय कल्पते, यदि सः क्रुद्धः भवति तर्हि तत् केनापि हानिं न जनयति। अयं तृणसदृशः अस्ति, यस्मिन् यदा दग्धं भवति तदा न अङ्गारकं भवति, न भस्मं भवति।|If a poor person is happy, he does not benefit anyone, and if he is angry, he does not harm anyone. He is like grass that when burned is neither charcoal nor ashes.|निर्धन व्यक्ति यदि प्रसन्न होवे तो उससे किसी को लाभ नही, और यदि वह रूष्ट होवे तो उससे किसी को हानि नहीं होती। वह उस घास समान है जो जलने पर न कोयला होता है न राख।
कदर्थितस्य धैर्य-वृत्तेः अपि धैर्य-गुणः प्रमार्ष्टुम् हि न शक्यते।|The fortitude of a courageous person never wipes out even when tormented by a host of misfortunes.|धैर्यवान व्यक्ति का साहस कठिन परिस्थितियों से कभी नहीं टूटता।
अधोमुखस्य अपि कृतस्य वह्नेः अधः शिखा याति कदाचित् एव।|Even when turned upside down, the flames of fire rarely go down.|आग का मुँह नीचे करने पर भी उसकी लपट कभी ही जाती है।
चूत-अङ्कुर-स्वाद-कषाय-कण्ठः पुंस्-कोकिलः यत् मधुरं चुकूज तत् स्मरस्य मनस्विनी-मान-विघात-दक्षं वचनम् एव जातम्।|What was sung sweetly by the male-cuckoo with a throat filled with the taste and juice of mango sprout, was the word of Kam-Dev (Lord of Kama) that is capable of destroying the honor of a virtuous woman.|आम के अंकुर के स्वाद और रस से भरे गले से नर-कोयल ने जो मधुर स्वर में गाया था, वह काम-देव (कामदेव) का वचन था, जो एक पतिव्रता स्त्री के सम्मान को नष्ट करने में सक्षम है।
रामनाम जपतां कुतः भयम्?|Where will those who chant Ram's name get any fear?|रामनाम को जपनेवालो को भय कहा से आएगा?
सर्वता अपशमन-एक-भेषजम्।|This is the one and only medicine that can completely keep it away.|पूर्णरूप से दूर रखने वाली एक अकेली औषधि है।
पश्य तात गात्र-सन्निधौ पावकः अपि सलिलायते अधुना।|See father, even fire has now become like water amidst my body.|देखिए पिताजी अङ्ग के समक्ष अग्नि भी अभी जल की तरह हो गये।
ये स्वार्थाय परार्थाय परिहासे वा न कदापि असत्यं वचन्ति ते निश्चयेन स्वर्गगामिनः स्युः।|Those people who never speak untruth in this world for selfishness, altruism, or even in jest, only they attain heaven.|जो लोग, इस जगत् में स्वार्थ के लिए, परार्थ के लिए, या परिहास में भी कभी असत्य नहीं बोलते हैं, उन्हीं को स्वर्ग की प्राप्ति होती है।
रचित्वा च उक्त्वा त्वया राष्ट्र-व्याख्या जगद्-दर्शितम् हिन्दु-राष्ट्र-अभिधानम्।|By creating and explaining the meaning of the nation showed the world the vision of a hindu rashtra.|राष्ट्र का अर्थ बनाते और समझाते हुए विश्व को हिन्दू राष्ट्र का दर्शन दिखाया।
नमः प्राञ्जलिः आङ्ग्लता-भञ्जकाय महाराष्ट्रवीराय सावरकराय।|I bow down with obeisance to the brave of Maharashtra who broke the shackles of Englishness|अंग्रेजियत की बेड़ियाँ तोड़ने वाले महाराष्ट्र के वीर सावरकर को मैं नमन करता हूँ।
जनाः भास्यमानाः द्रोहं च यस्मै त्वया दर्शितम् सङ्गरम् भूत-पूर्वम्।|What people merely perceived as a military rebellion, You showed it as a fight for freedom.जिसे लोगों ने महज एक सैन्य विद्रोह समझा, आपने उसे आज़ादी की लड़ाई के रूप में दिखाया।
नतः अहं समुद्रस्य उल्लङ्घकाय।|I bow down in reverence to the one who crossed the seas.|मैं समुद्र को पार करने वाले के प्रति श्रद्धापूर्वक झुकता हूं।
नमः ते सदा वीर-सावरकराय।|Salutations to you, veer savarkar|वीर सावरकर आपको सदा नमन।
त्वया खण्डिता जाति-भेद-प्रथा इयम्।|You denounced the practise of casteism|आपने जातिवाद की प्रथा की निंदा की।
त्वया मण्डितम् राष्ट्र-ऐक्यम् पुनीतम्।|You adorned sacred National unity.|आपने पवित्र राष्ट्रीय एकता को सुशोभित किया।
नमः अखण्ड-राष्ट्रस्य उत्थापकाय।|I bow down to the one who awakened Akhand Bharat.|अखण्ड भारत को जगाने वाले को मैं नमन करता हूँ।
