Hindi|English|Sanskrit
वह सब 'प्राण' के वश में है।|That is subject to Life|इदं सर्वं प्राणस्य वशे वर्तते।
जिस प्रकार माता अपने नन्हें पुत्रों की रक्षा करती है, उसी प्रकार हमारी रक्षा करिये।|Protect us just like a mother protects her sons.|माता पुत्रान् इव अस्मान् रक्षस्व नः।
हमें बुद्धि एवं प्रतिष्ठा प्रदान करिये।|give us wisdom and fortune.|श्रीः प्रज्ञां विधेहि इति॥

मंत्री ने कहा - राजन ! विशालता सिर्फ देखने की ही होती है, नदी समुद्र से छोटी है किंतु, नदी प्यासे की प्यास बुझाती है, दूसरों को पानी बांटती है, इसलिए जल मीठा है और छोटी होकर भी बढ़ी है।|The minister said - Rajan! The vastness is only visible, the river is smaller than the sea, but the river quenches the thirst of the thirsty, distributes water to others, hence the water is sweet and has grown despite being small.|अमात्य: अवदत् - "राजन्! विशालत्वं केवलं द्रष्टुं भवति, नदी समुद्रापेक्षया लघुतरा किन्तु, नदी तृषितानां तृष्णां शमयति, अन्येभ्यः जलं वितरति, अतः जलं मधुरमस्ति तथा सा लघु अपि वर्धिता अस्ति।
जबकि समुद्र सारा पानी खुद ही रखता है, इसलिए उसका पानी खारा है।|Whereas the ocean holds all the water itself, hence its water is salty.|यद्यपि सागर: सर्वजलं स्वयमेवं धारयति,अत एव तस्य जलं लवणयुक्तमस्ति।
मंत्र की बात सुनकर राजा उदास हो गया।|The king became sad after listening to the mantra.|अमात्यवचनं श्रुत्वा राजा दुःखितोऽभवत् 
मंत्री ने पूछा-महाराज! आप उदास क्यों हैं?|The minister asked – Maharaj! Why are you sad?|अमात्य: अवदत् - महाराज् !भवान् खिन्न: किमर्थमस्ति?
राजा ने कहा- 'तुमने बहुत गहरी बात कह दी। मैं भी समुद्र की तरह हूं, जिसने प्रजा को कभी कोई सुख नहीं दिया, अपने अभिमान के कारण मैं भूल गया था कि नदी से समुद्र बनता है। उसे बनाने वाली नदी ही है।'|The king said- 'You have said a very deep thing. I am also like the ocean, which never gave any happiness to the people, because of my pride I had forgotten that a river creates an ocean. It is the river that creates it.|राजा अवदत् - "त्वया अतीव गम्भीरं उक्तम्। अहम् अपि सागरः इव अस्मि यः प्रजाभ्यः कदापि सुखं न दत्तवान्, स्वाहङ्कारात् अहं विस्मृतः यत् समुद्रः नदीतः निर्मितो भवति। नदी एव तत् सृजति।"
उसी दिन से राजा ने राज्य और प्रजा की भलाई के लिए योजनाएं बनाने लगा।|From that very day the king started making plans for the welfare of the state and the people.|तदारभ्य राजा राज्यस्य प्रजानां च कल्याणार्थं योजनानां निर्माणं कर्तुमारब्धवान्।
राजा का स्वभाव भी दयालु हो गया।|The king's nature also became kind.|राज्ञ: स्वभावोऽपि दयालु: अभवत्।
दया और दान से छोटा भी बड़ा बन जाता है।|Even small becomes big through kindness and charity.|कृपया दानेन च लघुः अपि महान् भवति।
इसलिए व्यक्ति को बांटते रहना चाहिए।|Therefore one should keep sharing.|अत: मानव: वितरणं कुर्वन् एव तिष्ठेत्। 
केवल जमा करने से धन भी समुद्र की भांति कड़वा और खारा हो जाता है।|By mere accumulation, wealth also becomes bitter and salty like the ocean.|केवलं संचयमात्रेण धनमपि सागरवत् तीक्ष्णं लवणं च भवति।
जो बल में बढ़ेचढ़े तथा बन्धन में डालने और विनाश करने में समर्थ शत्रु के प्रथम वेग को सिर झुकाकर नहीं सह लेता है, वह शीघ्र ही नष्ट हो जाता है।The one who does not bow his head and bear the first blow of the enemy, who is powerful and capable of binding and destroying, is soon destroyed.
यो हि विवृद्धस्य प्रभोः शत्रोः बन्धविनाशने पूर्वं वेगं न सहते क्षिप्रम् एव विनश्यति।
