sanskrit|english|hindi
भ्रुकुटिं वक्रे बद्ध्वा|having knitted eyebrows.|भौंहें टेंढ़ी कर के
स्मितं कृत्वा||मुस्कराकर
न धावेयम् उदरस्थभोजनं बहिरागच्छेत्।|I should not run, otherwise the food in the stomach may come out.|मुझे नहीं दौड़ना चाहिए क्योंकि पेट का भोजन बाहर आ सकता है।
तव विवाहः अस्मिन् मासे एव किल।|Your wedding is this month, isn't it?|तुम्हारा विवाह इसी महीने है ना। 
भवतः परिचयं वदतु।|Please introduce yourself.|कृपया अपना परिचय दें।
एकं सन्देशं सम्प्रेष्य मां सूचय।|Inform me after sending the message.|एक संदेश भेजकर मुझे सूचित करो।
आत्मविश्वासवर्धनाय करोमीदम्।|I do this to boost my confidence.|मैं यह अपने आत्मविश्वास को बढ़ाने के लिए करता हूँ।
कथाभिः संस्कृतं पठन्ति बालाः।|Children learn Sanskrit by reading stories.|बच्चे कहानियों के माध्यम से संस्कृत पढ़ते हैं।
सक्रियः भव समाजकार्येषु।|Be active in social work.|समाज कार्यों में सक्रिय रहो।
ताभिः सह सम्पर्कः स्थापनीयः।|Contact should be established with those ladies.|उनके (महिलाओं के) साथ संपर्क स्थापित करना चाहिए।
नरेन्द्रानन्तरं कः आगच्छेत्।|Who might come after Narendra?|नरेन्द्र के बाद कौन आ सकता है। 
वज्रहस्तः कः देवः अस्ति।|Who is the deity with the vajra in his hand?|वज्रधारी देवता कौन हैं।
कर्माधारितमेव किल फलं सर्वम्।|Results are all based on actions indeed.|सभी परिणाम वास्तव में कर्म पर आधारित होते हैं।
परिवारः समाजस्य महत्त्वपूर्णः घटकः अस्ति।|The family is a vital unit of society.|परिवार समाज का एक महत्वपूर्ण घटक है।
ज्ञानाभावः एव दृश्यते त्वयि।|Lack of knowledge is evident in you.|तुममें ज्ञान की न्यूनता स्पष्ट रूप से दिखाई देती है।
ते कस्मिन् जने विश्वसन्ति।|Whom do they trust?|वे किस पर विश्वास करते हैं। 
वर्तमानः कालः एव सर्वोत्तमः।|Present time is indeed the best.|वर्तमान समय ही सर्वोत्तम है।
तव सम्प्रदायस्य मतं किं कथयति अत्र।|What does your tradition opine about this?|तुम्हारे संप्रदाय की इस बारे में क्या राय है। 
पक्षी अयं मधुमक्षिकाः एव खादति।|This bird eats bees only.|यह पक्षी केवल मधुमक्खियाँ ही खाता है।
तिलकं धृत्वा एव गृहान्निर्गच्छामि।|I leave the house only after wearing a tilak.|मैं तिलक लगाकर ही घर से बाहर निकलता हूँ।
मुक्तशिखः अस्ति सः इदानीम्।|He has untied his shikha now.|वह अभी खुली शिखा वाला है।
दुर्विमर्शाः स्थाप्यन्ते दुष्टैः समाजे।|Evil narratives are spread by the wicked in the society.|समाज में दुष्टों द्वारा दुष्ट विचार फैलाए जाते हैं।
वेष्टिधरणस्य लाभाः एव सन्ति।|There are only benefits of wearing a veshti.|धोती पहनने के केवल लाभ ही हैं।
मुण्डनं कारितं तेन।|He got his head tonsured.|उसने सिर मुंडवाया।
स्वमताभिमानम् अन्यमतसम्मानं च भवेत्।|There should be pride in one's own opinion and respect for others' opinion.|अपने मत पर अभिमान तथा अन्य मतों के प्रति सम्मान होना चाहिए।
हिन्दूसमाजः विराटसागरः इव।|The Hindu society is like a vast ocean.|हिन्दू समाज विशाल सागर के समान है।
लक्ष्मीः पूज्यते दीपावलीदिवसे।|Lakshmi is worshipped on Diwali.|दीपावली के दिन लक्ष्मी की पूजा की जाती है।
आरक्षकेण सह विवादः जातः तस्य।|He had an argument with the policeman.|उसका आरक्षक के साथ विवाद हुआ।
अद्य शनिवासरः अस्ति।|Today is Saturday.|आज शनिवार है।
अद्य न किमपि परश्वः एव भोक्तास्मः।|Today, we won't eat anything; we will eat the day after tomorrow only.|आज हम कुछ नहीं खाएंगे हम परसों ही खाएंगे।
पुनःपूरणीं परिवर्ततां लेखन्याः।|Change the refill of the pen.|कलम की पुनःपूरणी बदलो।
अहो किमक्रियत मया।|Oh, what has been done by me?|ओह मेरे द्वारा क्या कर दिया गया।
प्रतिवेशिन्या सह संस्कृतेन वदामि अहम्।|I speak with the neighbor in Sanskrit.|मैं पड़ोसिन से संस्कृत में बात करती हूँ।
बालकृष्णस्य प्रतिमा अस्ति अस्मिन् मन्दिरे।|There is an idol of Bālakrishna in this temple.|इस मंदिर में बालकृष्ण की प्रतिमा है।
पुत्री गत्वा मातरं पृच्छति किं करणीयमिति।|The daughter goes and asks her mother what to do.|बेटी जाकर अपनी माँ से पूछती है कि क्या करना है।
दशावतारकथां श्रावयति शिक्षिका।|The teacher narrates the story of Dashaavatara.|शिक्षिका दस अवतारों की कहानी सुनाती है।
शतस्य दिवसानाम् अनन्तरं ग्रन्थोऽयं पूर्णः भवेत्।|This book may be completed after hundred days.|यह पुस्तक सौ दिनों के बाद पूरी होगी।
गीतायां कति श्लोकाः सन्ति।|How many verses are there in Gita?|गीता में कितने श्लोक हैं।
भवान् आगच्छतु प्रातःकाले।|You should come in the morning.|आप सुबह आएं।
अन्तिमः श्लोकः कः अस्य स्तोत्रस्य।|What is the last verse of this hymn?|इस स्तोत्र का अंतिम श्लोक क्या है।
कार्यालयस्य समयः कः।|What is the office timeing?|कार्यालय का समय क्या है।
माता कस्मिन् प्रकोष्ठे शयनं करोति।|In which room is mother sleeping?|माँ किस कक्ष में सो रही हैं।
नमो वः।|I bow to you all.|मैं आप सभी को नमन करता हूँ।
अयं सन्धिनियमः नात्र सङ्गच्छते।|This sandhi rule does not apply here.|यह सन्धि नियम यहाँ लागू नहीं होता। 
तव भविष्यः स्पष्टः दृश्यते मया।|Your future appears clear to me.|आपका भविष्य मुझे स्पष्ट दिखाई देता है।
अहो सुन्दराणि इमानि चित्राणि।|Oh, these pictures are so beautiful.|कितने चित्र सुंदर हैं ये।
१४ माहेश्वरसूत्राणि सन्ति।|There are 14 Maaheshvara Sutras.|१४ माहेश्वर सूत्र हैं।
तरणं धैर्यं वाञ्छति।|Swimming requires courage.|तैरने के लिए धैर्य की आवश्यकता होती है।
विष्णुसहस्रनामस्तोत्रं पठतः ते।|They (those two women) are reciting Vishnu Sahasranama Stotra.|वे(दोनों) विष्णु सहस्रनाम स्तोत्र का पाठ कर रही हैं।
वयं शृण्वन्तः स्मः।|We are listening.|हम सुन रहे हैं।
सः तु परिव्राजकः।|He is a sanyaasi (ascetic) though.|वह तो परिव्राजक है।
चित्रपतङ्गाः डयन्ते।|Butterflies are flying.|तितलियाँ उड़ रही हैं।
आमधुना कुर्याः दूरवाणीं त्वम्।|Yes you can call me now.|जी तुम मुझे दूरवाणी कर सकते हो।
एतत् सुबन्तपदं न तु तिङ्गन्तपदम्।|This word is noun, not a verb.|यह शब्द संज्ञा है न कि क्रिया।
ललाटे तैलधारा निपात्यते।|Oil is poured on the head.|मस्तक पर तेल डाला जाता है।
नेत्रे परितः औषधं स्थापितम्।|Medicine is applied around the eyes.|आँखों के चारों ओर औषधी लगाई गई।
वासं कर्तुं कियान् शुल्कः स्वीक्रीयते।|How much fee is charged for accommodation?|आवास के लिए कितना शुल्क लिया जाता है।
घर्मः अधिकः अस्ति अत्र।|Humidity is very high here.|यहाँ बहुत घर्म है।
कस्य वा चिन्तां करोति भवती।|Whom are you worried about?|आप किसकी चिंता कर रही हैं।
चिन्ता सम्पूर्णं जीवनं दहति।|Worry burns the whole life.|चिंता पूरे जीवन को जला देती है।
भारतीयः अहं किन्तु विदेशे वसामि।|I am Bharatiya but I live abroad.|मैं भारतीय हूँ लेकिन विदेश में रहता हूँ।
लघवः बालाः अपि रोगान्विताः सन्ति।|Even small children are sick.|छोटे बच्चे भी बीमार हैं।
तावता गवाक्षात् कश्चित् नादः श्रुतः।|Meanwhile a noise was heard from the window.|
तावता अलम्।|That's enough.|उतना पर्याप्त है।
लोकयानपरिचालकः सर्वेभ्यः प्रयाणशुल्कं स्वीकरोति।|The bus conductor collects fare from everyone.|लोकयान परिचालक सभी से यात्रा शुल्क लेता है।
प्रातःकाले एव कार्यालयगमनाय सिद्धो भविष्यामि।|I will be ready to go to the office in the morning.| मैं प्रातः ही कार्यालय जाने के लिए सिद्ध रहूँगा।
कश्चन शुनकः पालितः तेन गृहे।|A dog is kept by him in house.|उसके द्वारा कुत्ता घर में पाला जा रहा है।
नासाभरणं भवत्याः प्रभाति।|Your nose pin is gleaming.|आपकी नथ चमक रही है।
रामवामहस्ते धनु विद्यते।|Rama has a bow in his left hand.|राम के बाएँ हाथ में धनुष है।
सम्प्रति तु मनुष्यः अतिक्रूरः जातः।|Currently, man has become extremely cruel.|वर्तमान में मनुष्य अत्यधिक क्रूर हो गया है।
पादप्रहारेण यष्टिकां खण्डयति मल्लः।|The wrestler breaks the stick with a kick.|पहलवान लात से डंडे को तोड़ता है।
त्वयि जाते सति का मे चिन्ता।|Why do I worry when you are there?|जब तुम हो तो मुझे क्या चिंता।
कदल्यावरणे पादस्थापनेन पतितः।|He fell by stepping on a banana peel.|वह केले के छिलके पर पैर रखने से गिर गया।
वर्षाकारणेन पर्वतमृदा भारवती जाता।|Due to the rain, the mountain soil has become heavy.|वर्षा के कारण पर्वत की मिट्टी भारी हो गई है।
स तम् एकं द्विरदं शतशः अमन्यत।|He thought that one elephant was like a hundred elephants.|
संनिवृत्यापसृत्य च।||लौटकर और पीछे हटकर।
प्रभो मया सह एषः नम्रः भवेत्।|O Deva, may he be humble with me.|हे प्रभु वह मेरे साथ नम्र हो।
इदानीमेव यः अगमत् सः कः।|Who was the one who just left?|जो अभी गया वह कौन था। 
पादध्वनिना जनम् अभिज्ञास्यामि।|I will recognize the person from the sound of footsteps.|मैं पादध्वनि से व्यक्ति को पहचान लूँगा।
विचारादानप्रदानमावश्यकमेव।|Exchange of thoughts is indeed necessary.|विचारों का आदान-प्रदान आवश्यक है।
पदातयः कति विद्येरन् सेनायाम्।|How many infantry men are there in the army?|सेना में कितने पदाति हैं। 
अपि सा जिगासति कार्यक्रमे।|Does she desire to sing in the program?|क्या वह कार्यक्रम में गाना चाहती है। 
कार्यक्रमस्य अध्यक्षः कोऽस्ति।|Who is the chairperson of the program?|कार्यक्रम का अध्यक्ष कौन है। 
अनृतप्रचारं कुर्वन्ति प्रतिपक्षनेतारः।|The opposition leaders are spreading false propaganda.| विपक्षी नेता झूठा प्रचार कर रहे हैं।
अस्मिन् प्रकरणे अस्ति किं युष्माकं स्वीकृतिः।|Do you approve of this matter?|क्या इस प्रकरण में आपकी स्वीकृति है।
उग्रं तपः कर्तुं निरचिनोत् सः।|He has decided to undertake severe penance.|उसने कठोर तपस्या करने का निश्चय किया है।
गर्भस्थः शिशुः स्वस्थः अस्ति।|The unborn baby is healthy.|गर्भ में स्थित शिशु स्वस्थ है।
चिन्तामुक्ताः ताः आनन्देन जीवन्ति।|Those (women) who are free from worry live joyfully.|चिंता से मुक्त वे आनंद से जीती हैं।
कस्मात् यूयं तकथ इदानीम्।|Why are you all mocking now?|तुम सभी अभी क्यों उपहास कर रहे हो। 
शास्त्रीय नृत्यकला परिश्रमसाध्या।|Classical dance is achieved through hard work.|शास्त्रीय नृत्यकला परिश्रम से प्राप्त होती है।
अमन्त्रम् अक्षरं नास्ति।|There is no letter that is not a mantra.|ऐसा कोई अक्षर नहीं है जो मंत्र न हो।
देशविरोधिनः पलायिष्यन्ते शीघ्रमेव।|The traitors will flee very soon.|देशद्रोही शीघ्र ही भाग जाएंगे।
कृपणताकारणतः तव मित्राणि न सन्ति।|Due to your stinginess, you have no friends.|तुम्हारी कृपणता के कारण तुम्हारे मित्र नहीं हैं।
किं त्वं मातृपञ्चकस्तोत्रं जिगासिष्यति।|Are you keen to recite the Matrupanchaka Stotra?|क्या तुम मातृपञ्चक स्तोत्र गाना के इच्छुक हो। 
वामकर्णे पीडा अनुभूयते मया।|I feel pain in my left ear.|मुझे बाएँ कान में पीडा अनुभूत हो रही है।
दूरवाणीचालनपटवः सर्वे स्युरेव।|Everyone is proficient indeed in operating mobilephones.|दूरभाष चलाने में सभी निपुण होंगे ही।
कथमहं गिलेयं शाकमिदम्।|How do I swallow this vegetable?|मैं इस सब्जी को कैसे निगलूं।
सपरिवारेण भवती प्रायातु।|Please come along with your family.|कृपया अपने परिवार के साथ आइए।
वेगेन वाति वायुः।|The wind is blowing fast.|हवा वेग से बह रही है।
मन्दिरे काचित् सात्विकी ऊर्जानुभूयते।|A certain sattvic energy is experienced in the temple.|मंदिर में एक सात्विक ऊर्जा का अनुभव होता है।
चित्रोष्ट्रः न विद्यते भारते।|Giraffe is not found in Bharat.|चित्रोष्ट्र भारत में नहीं पाया जाता।
श्रेष्ठलक्ष्यसाधनाय न्यूनतराणि लक्ष्यानि त्यज्यन्ते।|Low priority goals are abandoned to achieve the important goal.|श्रेष्ठ लक्ष्य की प्राप्ति के लिए छोटे लक्ष्यों का त्याग किया जाता है।
सर्वज्ञस्तु ईश्वरः एव।|Only God is omniscient.|सर्वज्ञ तो केवल ईश्वर ही है।
मत्प्रतिपादितः विषयः अवगतः किं भवद्भिः।|Did you all understand the topic explained by me?|क्या आपने मेरे द्वारा समझाया गया विषय समझ लिया?
आवुत्तस्तु श्वः आगच्छेत्।|Brother-in-law may come tomorrow though.|बहनोई/जीजा तो कल आ सकते हैं।
न कस्मैचिदपि क्रुध्यति साधुः।|A saint does not get angry with anyone.|साधु किसी पर भी क्रोध नहीं करता।
वैद्युतकानि यन्त्राणि लभन्ते अत्र।|Electrical devices are available here.|यहाँ विद्युत उपकरण उपलब्ध हैं।
जन्मवतः मरणं सुनिश्चितम्।|Death is certain for the one who is born.|जन्म लेने वाले की मृत्यु सुनिश्चित है।
तद्वामहस्ते तिस्रः अङ्गुल्यः एव विद्यन्ते।|There are only three fingers on his left hand.|उसके बाएँ हाथ में केवल तीन उंगलियाँ हैं।
त्वं मत्परिवारस्य अङ्गभूतसदस्यः अस्ति।|You are an integral member of my family.|तुम मेरे परिवार के एक महत्वपूर्ण सदस्य हो।
वयं सादरं नुमः भवन्तम्।|We respectfully salute you.|हम आपको सादर प्रणाम करते हैं।
चिन्ता मास्तु कार्यपूर्त्यै कटिबद्धोऽहम्।|Do not worry, I am committed to complete the task.| चिंता मत करो, मैं कार्य पूर्ण करने के लिए कटिबद्ध हूँ।
हे मातः त्वदाशीषं वाञ्छामि।|O mother, I seek your blessings.|हे माँ, मैं तुम्हारा आशीर्वाद चाहता हूँ।
भवदागमनात् गमनपर्यन्तं सर्वाः व्यवस्थाः ममैव।|From your arrival to departure, all arrangements will be made by me.|आपके आगमन से लेकर प्रस्थान तक सभी व्यवस्थाएँ मेरी रहेंगी।
मा कुरु धनजनयौवनगर्वम्।|Do not take pride in wealth, friends, and youth.|धन, जन और यौवन पर अभिमान मत करो।
दौर्भाग्येण सर्वाणि सुखानि हरिष्यन्ते।|All comforts will be taken away by misfortune.|दुर्भाग्य के कारण सभी सुख छिन जाते हैं।
अद्यैव मम जन्म जातमासीत्।|Today only I was born.|आज ही मेरा जन्म हुआ था।
मासिकीयोजना का विद्यालयस्य।|What is the school's monthly plan.|विद्यालय की एक मासिक योजना क्या है।
तस्य हासं दृष्ट्वा भावः अवगतः मया।|After seeing his smile, intention was understood by me.|उसकी हसी देखकर मुझे भाव समझ में आ गया।
शीले नष्टे सर्वं नष्टम्।|Everything is lost, when character is lost.|चरित्र खोने पर सब कुछ खो जाता है।
स्वकर्तव्यपूरणाय यतेथाम्।|To fulfill your duty (You both should) strive.|अपने कर्तव्य को पूर्ण करने का प्रयास (तुम दोनों) करो।
संहताकार्यशक्तिः एव विजयदायिनी भवति।|Collective effort alone brings victory.|सङ्गठित कार्यशक्ति ही विजय प्रदान करती है।
धर्मरक्षणं नः अघोषितं दायित्वम्।|The protection of Dharma is our unspoken responsibility.|धर्म की रक्षा हमारा अघोषित दायित्व है।
हे शक्तिमन् प्रभो वात्सल्यं प्रदर्शय।|O mighty Ishwara, show affection.|हे शक्तिशाली प्रभु, वात्सल्य प्रदर्शित करें।
त्वदीयस्य कार्यस्य चर्चा सर्वत्र भवति।|Your work is being discussed everywhere.|तुम्हारे कार्य की चर्चा सर्वत्र हो रही है।
भ्रमः न दूरं गतः भवतीनाम्।|Confusion of you all (ladies) has not cleared.|तुम सब (महिलाओं) का भ्रम दूर नहीं हुआ।
रात्रिकाले अपि खेलनार्थं सिद्धः बालः।|The boy is ready to play even at night.|लड़का रात में भी खेलने के लिए सिद्ध है।
चतुर्दशसहस्रराक्षसाः रामेण बाणेन हताः।|Fourteen thousand demons were killed by Rama's arrow.|राम के द्वारा बाण से चौदह सहस्र राक्षस मारे गए।
देवकृपया इयं बाला त्वद्गृहे जाता।|By Deva's grace, this girl was born in your house.|देवकृपा से यह बालिका तुम्हारे घर में जन्मी है।
योद्धारः न मरणात् बिभ्यति।|Warriors do not fear the death.|योद्धा मरने से नहीं डरते।
राजपुरोहितः एषः।|He is the royal priest.|यह राजा का पुरोहित है।
राजानः सन्न्यासिनं नमस्कुर्वन्ति।|Kings bow to the ascetic.|राजा सन्यासी को नमस्कार करते हैं।
विहारार्थमेव प्रयान्ति पर्यटकाः।|Tourists travel purely for recreation.|पर्यटक केवल विहार के लिए जाते हैं।
आं महोदये अहं प्रयतिष्ये।|Yes, madam, I will try.|हाँ महोदया मैं प्रयास करूँगा।
अयं जीवः सघनवनप्रदेशेषु वसति।|This creature lives in dense forest regions.|यह जीव सघन वन क्षेत्रों में रहता है।
मम सञ्ज्ञाने नास्ति इदं प्रकरणम्।|This matter is not in my knowledge.|यह प्रकरण मेरी जानकारी में नहीं है।
भाषाभ्यासवर्गः भविष्यति अग्रिमसप्ताहे।|The language practice class will be there next week.|भाषाभ्यास वर्ग अगले सप्ताह होगा।
कनिष्ठिकानखः छिन्नः सूचिकया।|The little finger's nail was destroyed by a needle.|कनिष्ठा उंगली का नाख सुई से कट गया।
दानस्वभावः अस्माकं वर्धताम्।|May our nature of giving grow.|हमारी दान की प्रवृत्ति बढ़े।
प्रयतध्वम् अन्तिमश्वासपर्यन्तम्।|Strive until your last breath.|अंतिम सांस तक प्रयास करते रहो।
मार्जारः कण्डोलाधः अस्ति।|The cat is under the basket.|बिल्ली टोकरी के नीचे है।
दर्शनीयः सर्वेभ्यः प्रयासः तव।|Your effort is admirable to everyone.|तुम्हारा प्रयास सभी के लिए दिखाने योग्य है।
उक्तान् सर्वविषयान् विलिख्य दर्शय माम्।|Show me after Writing down all the mentioned topics.|बताए गए सभी विषयों को लिखकर मुझे दिखाओ।
अशोभनीया स्थितिः ते।|Your situation is not good.|तुम्हारी स्थिति शोभनीय नहीं है।
महाविद्यालये प्रवेशः आरब्धः।|Admission to the college has begun.|महाविद्यालय में प्रवेश आरंभ हो गया है।
सम्पत्तिः तव तु बहुः अधिकः।|Your wealth is indeed vast.|तुम्हारी संपत्ति सचमुच ही बहुत अधिक है।
मातृप्रेम अतुलनीयं भवति।|Mother's love is incomparable.|मातृ प्रेम अतुलनीय होता है।
भषमाणाः शुनकाः मद्भीताः।|Barking dogs are afraid of me.|भौंकते हुए कुत्ते मुझसे डरते हैं।
अद्य गृहे एकाकी अस्मि।|Today I am alone at home.|आज मैं घर पर अकेला हूँ।
सा त्वां कथं जानीते।|How does she know you?|वह तुम्हें कैसे जानती है?
मांसाहारिणः मांसभक्षणं त्यजेयुः।|Non-vegetarians should give up eating meat.|मांसाहारी मांस खाना छोड़ दें।
स्वलक्ष्यस्य स्पष्टता स्यात्।|There should be clarity in one's goal.|अपने लक्ष्य की स्पष्टता होनी चाहिए।
तव चिन्तनं कुत्र प्रचलति।|Where is your mind wandering?|तुम्हारा विचार कहाँ चल रहा है?
कस्मात् जनात् विचारोऽयं प्राप्तः।|Whom did this idea come from?|यह विचार किस व्यक्ति से आया?
मौनम् आचराधुना।|Observe silence now.|अब मौन धारण करो।
एतेषां पाकिस्तानसम्बन्धः लक्षितः आरक्षकेण।|Their connection with Pakistan was noticed by the police.|इनका पाकिस्तान से संबंध आरक्षकों के द्वारा पकड़ा गया।
आगतस्य भवतः अचिरं कार्यपूर्तिः भवतात्।|May your (i.e., visitor's) task get completed soon.|आए हुए आपका कार्य शीघ्र  पूरा हो।
क्रीडान्तं सर्वनियमान् पालयिष्ये।|I will follow all the rules till the end of the game.|मैं खेल के अंत तक सभी नियमों का पालन करूंगा।
विषयम् अज्ञात्वैव दुर्वदसि मद्विषये।|You speak ill of me without even knowing the subject.|तुम विषय को जाने बिना मेरे बारे में बुरा बोलते हो।
खेलनानुमतिं प्रार्थ्य प्रेषते बालः।|After seeking permission to play, the child goes.|बच्चा खेलने की अनुमति मांगता है और जाता है।
मल्लयुद्धे तं पराजयेयम् इति ते भ्रान्तिः।|It is your delusion that I can defeat him in wrestling.| तुम्हारा यह सोचना कि मैं उसे मल्लयुद्ध में हरा सकता हूँ यह भ्रम है।
सततं वर्षन्ति मेघाः।|The clouds are raining continuously.|बादल लगातार बरस रहे हैं।
अद्य पठनमपि नाभूत्।|There was no study at all today.|आज पढ़ाई बिल्कुल नहीं हुई।
पुराणं सर्वं साधु स्यादिति नास्ति।|Everything old/ancient is not necessarily good.|पुराना सब कुछ अच्छा हो ऐसा नहीं है।
सन्तः परीक्ष्यैव विषयं भजन्ते।|Wise people accept a subject only after examination.|बुद्धिमान लोग विषय को जांचने के बाद ही अपनाते हैं।
नैकाः स्मृतयः सन्ति भारते।|There are many smiritis in Bharat.|भारत में अनेक स्मृतियां हैं।
बहुभिः राजभिः आङ्ग्लैः सह युद्धं न कृतम्।|War with British was not fought by many kings.|कई राजाओं ने अंग्रेजों के साथ युद्ध नहीं किया।  
पितृस्वसा अतिस्थूला तव।|Your paternal aunt is very fat/obese.|तुम्हारी बुआ बहुत मोटी है।  
पापकार्याणि शुभफलानि न ददति।|Evil deeds do not yield good results.|पाप कार्य अच्छे फल नहीं देते।  
भाषा शैलीभिन्नात्र।|Language style is different here.|यहाँ भाषा की शैली भिन्न है।  
तस्याः स्यूते किमस्ति।|What is there in her bag?|उसके थैले में क्या है। 
मदिरा न पातव्या।|Alcohol should not be drunk.|मदिरा का सेवन नहीं करना चाहिए।  
भोजनालयाः सन्ति बहवः अत्र।|There are many restaurants here.|यहाँ कई भोजनालय हैं।  
भाण्डागारं कस्य वस्तुनः अस्तीदम्।|This warehouse is for which item?|यह भण्डारगृह किस वस्तु के लिए है। 
श्रीकृष्णाय वयन्नुमः।|We salute Lord Krishna.|हम भगवान श्रीकृष्ण को नमस्कार करते हैं।  
कुतः त्वया उद्वाहः उद्बन्धः इव चिन्त्यते।|Why  is marriage considered as ‘hanging’ by you?|तुम्हें विवाह मृत्यु के समान क्यों लगता है।
वनस्थाः अटन्ति भोजनान्वेषणाय।|The forest dwellers wander in search of food.|वनवासी भोजन की खोज में भटकते हैं।
मांसनि खादितुमिच्छामि।|I wish to eat fruit pulp.|मैं फल का गूदा खाना चाहता हूँ।
सपरिच्छदैः जनाः तीर्थाटनाय यान्ति।|People go on a pilgrimage along with families.|परिवार के साथ लोग तीर्थाटन के लिए जाते हैं।
अञ्जलिं कृत्वा देवेभ्यः गच्छ।|Go after offering to the deities.|देवताओं को नमन करके जाओ।
आत्मयोनौ विश्वासः सर्वेषां भवति।|Everybody trusts the son.|सभी पुत्र पर विश्वास करते हैं।
निष्प्रमाणशरीरः हनुमान् लङ्कां जगाम।|Hanuman with limitless body went to Lanka.|अपरिमित शरीर वाले हनुमान लंका गए।
अप्रमेयम् अस्ति तव इदं कृत्यम्।|This deed of yours is immeasurable.| तुम्हारा यह कार्य अतुलनीय है।
तपस्विनां मनांसि दृढानि भवन्ति।|The minds of ascetics are firm.|तपस्वियों के मन दृढ़ होते हैं।
पर्वतस्थः जनः तोयदं स्प्रष्टुं शक्नोति।|A person on the mountain can touch the cloud.|पर्वत पर बैठा व्यक्ति बादल को छू सकता है।
तरणाय स्वगात्रं सञ्चुकोच तरणपटुः।|The swimmer shrank his body to dive.|तैराक ने गोताखोरी के लिए अपने शरीर को संकुचित किया।
