चित्तापहारि नाटकमासीत्।|It was a captivating play.|यह एक मन मोह लेने वाला नाटक था।
अस्मिन् अभियोगे मयि के अपराधाः आरोपिताः।|What charges are levelled against me in this accusation?|इस अभियोग में मुझ पर कौन-कौन से अपराध आरोपित किए गए। 
ते आरोपाः निष्प्रमाणाः निराधाराश्च सन्ति।|Those allegations are baseless and without proof. 
• वे आरोप निराधार और प्रमाणहीन हैं।
साक्ष्यन्तु सविस्तरं दर्शयितास्मि।|But I shall present the evidence in detail.।परंतु मैं साक्ष्य विस्तारपूर्वक प्रस्तुत करूँगा।
स्नेहपूर्णव्यवहारो भवतु भ्रातृषु।|Let there be affectionate relation among brothers.|भाइयों में प्रेमपूर्ण व्यवहार हो।
भवती तु मातृवत् प्रणम्यास्ति।|You should be saluted like a mother would be.|आप तो माता के समान प्रणम्य हैं।
गजाननस्य माता अस्ति सा।|She is the mother of Gajaanan.|वह गजानन की माता हैं।
धैर्यवान् नचिकेताः न बिभेति कस्माच्चन।|The courageous Nachiketa does not fear anything.|धैर्यवान नचिकेता किसी भी वस्तु से नहीं डरता।
आखेटकैः मीनाः गृहीताः।|The fish have been by the hunters.|आखेटकों द्वारा मछलियाँ पकड़ी गईं।
अविवेकादयः परमापदां पदम्।|Indiscretion leads to great calamity.|अविवेक आदि बातें बड़ी आपदा का कारण बनती हैं।
मधुहा मधु सङ्गृह्णाति।|The honey-collector gathers honey.|मधुहारी मधु एकत्र करता है।
सूर्यचन्द्रादयः शाश्वताः सन्ति।|The sun, moon and others are eternal.|सूर्य चन्द्र आदि शाश्वत हैं।
स्वप्रकाशाभावे सूर्यात् प्रकाशं स्वीकरोति चन्द्रः।|Due to the absence of its own light, the moon borrows light from the sun.|अपने प्रकाश के अभाव में चन्द्रमा सूर्य से प्रकाश लेता है।
सार्थकं वस्तु तत्क्षणमेव स्वीक्रियताम्।|A meaningful thing should be accepted instantly.|सार्थक वस्तु को तुरंत ही स्वीकार करना चाहिए।
बलिष्ठाः पक्षिणः सर्पं मारयन्ति।|Strong birds kill the snake.|बलवान पक्षी साँप को मार देते हैं।
लोभचिन्तनं न भवतु जीवने।|Greedy thoughts should not exist in life.|जीवन में लोभ का चिन्तन न हो।
क्षणिकाकर्षणेन जीवनं विनश्यति।|Life is destroyed by momentary attractions.|क्षणिक आकर्षण से जीवन नष्ट हो जाता है।
धैर्यवान् नचिकेताः न बिभेति कस्माच्चन।|The courageous Nachiketa does not fear anything.|धैर्यवान नचिकेता किसी भी वस्तु से नहीं डरता।
आखेटकैः मीनाः गृहीताः।|The fish have been by the hunters.|आखेटकों द्वारा मछलियाँ पकड़ी गईं।
अविवेकादयः परमापदां पदम्।|Indiscretion leads to great calamity.|अविवेक आदि बातें बड़ी आपदा का कारण बनती हैं।
मधुहा मधु सङ्गृह्णाति।|The honey-collector gathers honey.|मधुहारी मधु एकत्र करता है।
सूर्यचन्द्रादयः शाश्वताः सन्ति।|The sun, moon and others are eternal.|सूर्य चन्द्र आदि शाश्वत हैं।
स्वप्रकाशाभावे सूर्यात् प्रकाशं स्वीकरोति चन्द्रः।|Due to the absence of its own light, the moon borrows light from the sun.|अपने प्रकाश के अभाव में चन्द्रमा सूर्य से प्रकाश लेता है।
सार्थकं वस्तु तत्क्षणमेव स्वीक्रियताम्।|A meaningful thing should be accepted instantly.|सार्थक वस्तु को तुरंत ही स्वीकार करना चाहिए।
बलिष्ठाः पक्षिणः सर्पं मारयन्ति।|Strong birds kill the snake.|बलवान पक्षी साँप को मार देते हैं।
लोभचिन्तनं न भवतु जीवने।|Greedy thoughts should not exist in life.|जीवन में लोभ का चिन्तन न हो।
क्षणिकाकर्षणेन जीवनं विनश्यति।|Life is destroyed by momentary attractions.|क्षणिक आकर्षण से जीवन नष्ट हो जाता है।
सरोवरस्य जले चन्द्रिका विलसति।|The moonlight plays on the water of the lake.|सरोवर के जल में चाँदनी विलास करती है।
मेघनादं श्रुत्वा मयूरो वने नृत्यति।|Having heard the roar of the clouds, the peacock dances in the forest.|बादलों का गरजना सुनकर, मोर जंगल में नाचता है।
कवेः शब्दाः अमरपुष्पाणि इव शोभन्ते।|The poet's words shine like immortal flowers.|कवि के शब्द अमर पुष्पों की भांति सुशोभित होते हैं।
पङ्के जातमपि कमलं पङ्केन न लिप्यते।|Though born in the mud, the lotus is not smeared by the mud.|कीचड़ में उत्पन्न होते हुए भी कमल कीचड़ से लिप्त नहीं होता है।
चञ्चलं हि मनः वेगवान् तुरङ्ग इव।|Indeed, the restless mind is like a swift horse.|चंचल मन तो एक वेगवान् घोड़े के समान है।
वीरस्य कीर्तिः घोरान्धकारे दीपशिखेव प्रकाशते।|The glory of a hero shines forth like a lamp's flame in deep darkness.|वीर की कीर्ति घोर अन्धकार में दीपक की लौ के समान प्रकाशित होती है।
नदी कलकलनादेन सागरं प्रति सततं प्रवहति।|The river continuously flows towards the ocean with a murmuring sound.|नदी कलकल ध्वनि के साथ सागर की ओर निरंतर बहती है।
ज्ञानमेव परमं चक्षुः यदज्ञानतिमिरं नाशयति।|Knowledge itself is the supreme eye which destroys the darkness of ignorance.|ज्ञान ही परम नेत्र है जो अज्ञान के अन्धकार को नष्ट करता है।
प्रभाते कोकिलस्य मधुरः स्वरः कर्णौ सुखयति।|In the morning, the sweet voice of the cuckoo pleases the ears.|सवेरे कोयल का मधुर स्वर कानों को सुख देता है।
कालः एव अजेयो योद्धा सर्वेषां जेता।|Time alone is the unconquerable warrior, the defeater of all.|काल ही अजेय योद्धा, सबका विजेता है।
कस्मिन् नगरे वससि।|In which city do you live?|तुम किस नगर में रहते हो। 
तदानीं स मम गृहमागतः।|At that time, he had come to my house.|तब वह मेरे घर आया था।
आवयोः सुखसंवादः जातः।|A pleasant conversation took place between two of us.|हम दोनों के बीच सुखद वार्तालाप हुआ।
तेन स्नेहसम्बन्धः पुनर्नवीभूतः।|The bond of affection was renewed because of that.|उससे स्नेह का संबंध फिर से नवीन हो गया।
स्वकथनस्य प्रमाणं देहि।|Give the proof of your statement.|अपने कथन का प्रमाण दो।
केन ते प्रोत्साहिताः।|By whom were they encouraged?|तुम्हें किसने प्रोत्साहित किया। 
कस्यां पत्रिकायां मम चित्रं मुद्रितम्।|My photo is printed in which magazine?|कौन-सी पत्रिका में मेरा चित्र छपा था। 
आवुत्तवार्तां सर्वे शृण्वन्ति।|Everyone listens to what brother-in-law says.|सब लोग आवुत्त की बातें सुनते हैं।
तदपघातं श्रुत्वा सपदि एव सर्वे निर्गताः गृहात्।|Upon hearing about the accident, everyone came out of the house immediately.|उस दुर्घटना को सुनकर तुरंत ही सब लोग घर से बाहर निकल आए।
विदुषः वाणी कर्णप्रिया अस्ति।|The speech of a wise person is pleasing to the ears.|विद्वान् की वाणी कर्ण प्रिय है।
श्याममेघान् दृष्ट्वा मयूरः स्वकलापं प्रसार्य नृत्यति।|After seeing the dark clouds, the peacock dances, spreading its tail.|काले बादलों को देखकर, मोर अपने पंख फैलाकर नाचता है।
चन्द्रशुभ्रो मरालः कमलशोभिते सरोवरे विहरति।|The swan, white as the moon, moves in the lake adorned with lotuses.|चन्द्रमा के समान श्वेत हंस, कमलों से सुशोभित तालाब में विहार करता है।
हिमाच्छादितेषु पर्वतशिखरेषु चन्द्रिका रजतवत् शोभते।|Moonlight shines like silver on the snow-covered mountain peaks.|बर्फ से ढकी पहाड़ की चोटियों पर चाँदनी चाँदी की भांति चमकती है।
प्रियजनस्य स्मृतिः चित्ते कुसुमगन्ध इव विलसति।|The memory of a loved one lingers in the mind like the fragrance of a flower.|प्रियजन की स्मृति हृदय में फूल की गंध की भांति विलास करती है।
नद्याः कलकलध्वनिः पथिकानां श्रान्तिं हरति।|The gentle murmur of the river removes the weariness of the travellers.|नदी की कलकल ध्वनि यात्रियों की थकान हर लेती है।
ज्ञानी पुरुषः ज्ञानचक्षुषा सर्वभूतेषु एकत्वं पश्यति।|The wise man sees oneness in all beings with the eye of knowledge.|ज्ञानी पुरुष ज्ञान-चक्षु से सभी प्राणियों में एक तत्त्व देखता है।
सत्साहसी पुरुषः विपत्तिकालेऽपि स्वकर्तव्यान्न विचलति।|A courageous man not waver from his duty even in a time of calamity.|साहसी पुरुष विपत्ति के समय में भी अपने कर्तव्य से विचलित नहीं होता।
गभीरेषु विचारेषु मग्नस्य मुनेः मौनमेव उत्तरम्।|For a sage absorbed in deep thoughts, silence itself is the answer.|गहरे विचारों में डूबे हुए मुनि का मौन ही उत्तर है।
चापान्मुक्तः शरः विद्युद्वेगेन लक्ष्यमभिगच्छति।|The arrow released from the bow approaches the target with the speed of lightning.|धनुष से छूटा हुआ बाण बिजली की गति से लक्ष्य की ओर जाता है।
सायङ्काले आश्रमे यज्ञधूमः गगनमभिलक्ष्य उद्गच्छति।|In the evening at the hermitage, the smoke of the sacrifice rises towards the sky.|संध्याकाल में आश्रम में यज्ञ का धुआँ आकाश की ओर ऊपर उठता है।
सर्पः मूषकं प्रगृहीतवान्।|The snake caught the mouse.|साँप ने चूहे को पकड़ लिया है।
मधुमक्षिकाभिः मधुरक्षणं क्रियते।|Honey is protected by the honeybees.|मधुमक्खियों के द्वारा मधु का रक्षण किया जाता है।
सञ्चितधनं प्रायः नश्यति एव।|Accumulated wealth mostly gets lost.|संचित धन प्रायः नष्ट हो जाता है।
स्वकर्तव्येषु निरन्तरतया लग्नो भवेत् मनुष्यः।|A person should be engaged in his duties continually.|मनुष्य को अपने कर्तव्यों में निरंतर लगा रहना चाहिए।
लक्ष्यं प्रति एकाग्रता इष्टफलप्रदा भवति।|Concentration on the goal leads to the desired result.|लक्ष्य पर एकाग्रता इच्छित फल देती है।
तपस्वी एकान्तवासी भवतु।|An ascetic should dwell in solitude.|तपस्वी एकान्त में निवास करे।
गुरुस्तु साक्षादीश्वरः भवति।|Guru is indeed God himself.|गुरु वास्तव में साक्षात् ईश्वर होते हैं।
तव सर्वाः चिन्ताः शान्ताः भवन्तु।|May all your worries be pacified.|तुम्हारी सभी चिंताएँ शांत हो जाएँ।
कठोपनिषदि अयं वृत्तान्तः अस्ति।|This episode is found in the Kathopanishad.|यह प्रसंग कठोपनिषद् में है।
स्वशरीरं पुण्ययुक्तं कुरु।|Make your body virtuous.|अपने शरीर को पुण्ययुक्त बनाओ।
अष्टावक्रः कहोडपुत्रः आसीत्।|Ashtaavakra was the son of Kahoda.|अष्टावक्र कहोड का पुत्र था।
सद्वृत्तिम् अनुसर्तुं प्रेरयेत् पुत्रं माता।|A mother should inspire her son to follow good conduct.|माता को अपने पुत्र को सद्वृत्ति अपनाने के लिए प्रेरित करना चाहिए।
ज्येष्ठानां तिरस्कारं न कुर्यात्।|One should not disrespect elders.|बड़ों का तिरस्कार नहीं करना चाहिए।
कियान् उदारः बृहद्हृदयः अस्ति सः।|He is so generous and large-hearted.|वह कितना उदार और विशाल हृदय वाला है।
यायावरीयं जीवनं तस्य।|His life is that of a wanderer.|उसका जीवन यायावर जैसा है।
राजपुत्रनिर्धनयोः सहैव शिक्षा भवति।|Education of both prince and the poor takes place together.|राजपुत्र और निर्धन दोनों की शिक्षा साथ में होती है।
श्रीमद्भागवतकथाया श्रावयिताराय नमः।|Salutations to the narrator of the Shrimad Bhaagavatam.|श्रीमद्भागवत कथा के श्रवण कराने वाले को नमस्कार।
कस्मिन् कार्ये सः दक्षः।|In which task is he skilled?|वह किस कार्य में दक्ष है। 
गर्भस्थः अभिमन्युः चक्रव्यूहज्ञानं प्राप्तवान्।|Abhimanyu acquired the knowledge of the Chakravyuha, in utero.|गर्भ में ही अभिमन्यु ने चक्रव्यूह का ज्ञान प्राप्त कर लिया था।
पुत्रस्य व्यवहारेण सर्वथा सन्तुष्टः तातः।|The father is pleased with the behavior of his son, in every way.|पुत्र के व्यवहार से पिता पूर्णतः सन्तुष्ट है।
अतिप्रसन्नः दृश्यते सः।|He appears extremely happy.|वह अत्यन्त प्रसन्न दिखाई देता है।
कस्मात् त्वमिमां शिक्षां गृहीतवान्।|From whom did you obtain this education?|तुमने यह शिक्षा किससे ग्रहण की। 
सः मानवमूल्यानां सुसन्देशं दद्यात् युवभ्यः।|May he give the youth, good message about human values.|वह तुम सभी को मानव मूल्यों का उत्तम सन्देश दे।
कस्य ऋषेः रचना इयम्।|This is a composition by which sage?|यह किस ऋषि की रचना है। 
भारवाहकः न दृश्यते।|The porter is not seen.|भार उठाने वाला नहीं दिख रहा।
भ्रमरहितं ब्रह्मज्ञानं दुर्लभं भवति।|Clear-headed knowledge of Bramha, is hard to come by.|भ्रमरहित ब्रह्मज्ञान दुर्लभ होता है।
युष्माभिस्तु वसुधा अलङ्क्रियते।|Indeed, the earth is adorned by you all.|वास्तव में तुम सबके कारण वसुधा अलंकृत हो रही है।
स्त्रीशिक्षिकाः एव सन्ति अस्यां शालायाम्।|There are only lady-teachers in this school.|इस विद्यालय में केवल महिला शिक्षिकाएँ ही हैं।
गुरुपूर्णिमोत्सवः अद्य आचर्यते।|Today the Guru Purnimaa festival is being celebrated.|आज गुरुपूर्णिमा उत्सव मनाया जा रहा है।
एते विश्वविद्यालयाः ज्ञानसमृद्धाः सन्ति।|These universities are rich in knowledge.|ये विश्वविद्यालय ज्ञान से परिपूर्ण हैं।
सत्कार्यैः स्वभौतिकशरीरं सार्थं कुरु।|Make your physical body meaningful through good deeds.|सत्कर्मों के द्वारा अपने भौतिक शरीर को सार्थक बनाओ।
तव मार्गदर्शकः कः जीवने।|Who is your guide in life?|जीवन में तुम्हारा मार्गदर्शक कौन है। 
आङ्ग्लाः नीलस्य व्यवसायिनः आसन्।|The British were indigo traders.|अंग्रेज नील के व्यापारी थे।
अधिकारी ग्रामस्थानां स्थितिं समीक्षितुं गतवान्।|The bureaucrat went to inspect the condition of the villagers.|अधिकारी गाँवों की स्थिति का निरीक्षण करने गया।
देशभ्रमणाय गतः सः।|He went touring the country.|वह देश भ्रमण के लिए गया।
युष्माकं वैषम्यमधिकृत्य तेन यूयं जिताः।|You were all won over by him, basing on your inequality.|तुम्हारा विषमता का लाभ उठाकर उसने तुम लोगों को जीत लिया।
ते विवेकानन्दं हृदयेन अभ्यनन्दिषुः।|They congratulated Vivekaananda heartily.|उन्होंने हृदय से विवेकानन्द का अभिनन्दन किया।
आसिध्य नीतवन्तः सैनिकां ताम्।|After arresting the lady soldier, they took her.|वे उस महिला सैनिक को पकड़ कर ले गए।
धीरः एव यतते श्रेयसे।|Only the brave strives for shreyas.|केवल धीर पुरुष ही श्रेय के लिए प्रयास करता है।
किमुत्तरं न्यायाधीशं प्रति उक्तं तेन।|What reply was given by him to the judge|उसने न्यायाधीश को क्या उत्तर दिया।
जलवत् निर्मलता भवितव्या।|One should be unsullied like water.|जल की निर्मलता के समान निर्मलता होनी चाहिए।
चन्द्रवत् शीतलता स्याज्जीवने।|There should be coolness in life like that of moon.|चन्द्रमा के प्रकाश के समान जीवन में शीतलता होनी चाहिए।
बकवत् एकाग्रता स्यात् व्यवहारे।|In conduct, one should have focus like the Crane has.|व्यवहार में बगुले की एकाग्रता के समान एकाग्रता होनी चाहिए।
पिपीलिकावत् परिश्रमी स्यात् जनः।|A person should be industrious like an ant.|मनुष्य को चींटी के समान परिश्रमी होना चाहिए।
वायुवत् क्रियाशीलता स्यात् जीवने।|In life, there should be dynamism like that of the wind.|जीवन में वायु की क्रियाशीलता के समान क्रियाशीलता होनी चाहिए।
पृथिवीवत् सहिष्णुता स्यात्।|There should be patience like that of the earth.|पृथ्वी की सहनशीलता के समान सहनशीलता होनी चाहिए।
समुद्रवत् गभीरता स्यात्।|One should have profundity like the ocean has.|समुद्र की गहराई के समान गहराई होनी चाहिए।
वृक्षवत् परोपकारभावः भवितव्यः।|One should have altruism like a tree has.|वृक्ष की परोपकार भावना के समान परोपकार की भावना होनी चाहिए।
रामवत् धैर्यं स्यात् सदा।|There should always  be courage like Raama has.|राम के धैर्य के समान सदा धैर्य होना चाहिए।
सिंहवत् क्रूरता स्यात् युध्दे।|In the battle, one should have cruelty like that of the lion.|युद्ध में सिंह की क्रूरता के समान क्रूरता होनी चाहिए।
यत्र श्रद्धा वर्तते तत्र पाषाणेऽपि देवः प्रकाशते।|Where there is faith, even in a stone, a god manifests.|जहाँ श्रद्धा होती है, वहाँ पत्थर में भी देवता प्रकट होते हैं।
स्मृतिपटले अङ्कितानि चित्राणि कालेन न मलिनीभवन्ति।|The pictures inscribed on the canvas of memory are not soiled by time.|स्मृति पटल पर बने चित्र समय के साथ मैले नहीं होते।
सङ्गीतस्य मूर्च्छना श्रोतृणां चेतांसि आन्दोलयति।|The modulation of music sways the minds of the listeners.|संगीत की लय सुनने वालों के मन को डोलाती है।
वीरस्य शोणितबिन्दवः राष्ट्रभूमौ बीजानि भवन्ति।|The drops of a hero's blood become seeds in the soil of the nation.|वीर के रक्त की बूँदें राष्ट्र की भूमि में बीज बन जाती हैं।
मौनं कदाचित् सहस्रशब्देभ्योऽपि वाचालतरं भवति।|Silence is sometimes more eloquent than a thousand words.|मौन कभी-कभी सहस्र शब्दों से भी अधिक बोलता है।
मित्रस्य सान्निध्यं ग्रीष्मे शीतला छाया इव सुखदम्।|The company of a friend is as pleasant as cool shade in summer.|मित्र का साथ ग्रीष्म में शीतल छाँव जैसा सुख देता है।
क्रोधस्य वह्निः विवेकवनं क्षणेनैव भस्मीकरोति।|The fire of anger reduces the forest of wisdom to ashes in a moment.|क्रोध की अग्नि विवेक के वन को क्षण भर में राख कर देती है।
सत्यस्य मार्गे कण्टकाः सन्ति किन्तु अन्ते विजयः निश्चितः।|There are thorns on the path of truth, but victory is certain in the end.|सत्य के मार्ग पर काँटे हैं, किन्तु अंत में विजय निश्चित है।
नद्याः प्रवाहः जीवनस्य अनवरतगतिं स्मारयति।|The flow of the river reminds us of the continuous motion of life.|नदी का प्रवाह जीवन की निरंतर गति का स्मरण कराता है।
कवेः कल्पना नभसि विहङ्ग इव स्वछन्दं विहरति।|A poet's imagination roams freely in the sky like a bird.कवि की कल्पना आकाश में पक्षी की भांति स्वच्छंद घूमती है।
ज्योत्स्नाधौतायां रजन्यां नक्षत्राणि मौक्तिकानीव राजन्ते।|In the night, washed by moonlight, the stars shine like pearls.|चाँदनी से धुली रात में तारे मोतियों जैसे चमकते हैं।
हिमाच्छादितशिखराणि पर्वताः मौनिनः तपस्विन इव दृश्यन्ते।|The snow-covered peaks of the mountains look like silent ascetics.|हिम से ढकी चोटियों वाले पर्वत शांत तपस्वियों जैसे दिखते हैं।
विचारस्य बीजमेकं मानसे विशालं कल्पवृक्षं जनयति।|A single seed of a thought gives birth to a vast wish-fulfilling tree in the mind.|मन में विचार का एक बीज एक विशाल कल्पवृक्ष को जन्म देता है।
कालसरितायाः वेगेन सर्वे वयं प्रतिक्षणं ह्रियामहे।|By the current of the river of time, we all are carried away every moment.|काल-नदी के वेग से हम सब प्रति पल बहे जा रहे हैं।|सूर्यस्य प्रथमकिरणाः सुप्तां धरां जागरयन्ति।|The first rays of the sun awaken the sleeping earth.|सूर्य की पहली किरणें सोई हुई धरती को जगाती हैं।
अदृश्योऽपि पवनः पत्रेषु जीवनं सञ्चारयति।|Though invisible, the wind infuses life into the leaves.|अनदेखा होते हुए भी वायु पत्तों में जीवन का संचार करता है।
मरुभूमौ जलस्य बिन्दुरपि अमृतं मन्यते।|Even a drop of water in the desert is considered nectar.|मरुभूमि में जल की एक बूँद भी अमृत मानी जाती है।
शास्त्रगम्भीरार्थानां पारावारः ज्ञानिभिरेव तर्तुं शक्यः।|The ocean of profound meanings of the scriptures can be crossed only by the wise.|शास्त्रों के गहरे अर्थों का सागर ज्ञानी जन ही पार कर सकते हैं।
आशानाम प्रदीपः घोरतमे निराशातमसि ज्वलति।|The lamp named hope burns in the densest darkness of despair.|आशा नामक दीपक निराशा के घने अंधकार में जलता है।
शिशोर्निष्कपटं हास्यं देवानां प्रसाद इव भाति।|The innocent laughter of a child seems like the grace of the gods.|शिशु की भोली हँसी देवताओं के प्रसाद जैसी लगती है।
